,id,description
585,38415674,"<p>Правовой центр оказывает юридическую помощь гражданам и организациям.</p> <p>Приглашаем специалистов с опытом работы и без на различные позиции.</p> <p>График работы: гибкий, удаленный</p> <p> </p> <p><strong>Обязанности:</strong></p> <p>-Мониторинг дел находящихся в производстве;</p> <p>-Взыскание неустойки за неисполнении обязательства по ДДУ;</p> <p>-Представление интересов в судах общей юрисдикции (подготовка исковых заявлений, ходатайств, мировых соглашений), арбитражных судах; (споры с участием потребителей и проч.)</p> <p>-а т.ж. участие в процессах против строительных и страховых компаний по делам о -возмещении страховых сумм, неосновательного обогащения, о взыскании задолженностей и др.</p> <p> </p> <p><strong>Требования:</strong></p> <p>-Образование высшее юридическое;</p> <p>-Опыт претензионно-исковой работы по ДДУ;</p> <p>-Опыт работы по указанному функционалу (строительные, юридические компании…).</p> <p> </p> <p> </p> <p><strong>Условия:</strong></p> <p>-Работа в быстро развивающей компании;</p> <p>-Получение профессионального опыта. Карьерный рост;</p> <p>-Дружный коллектив.</p> <ul> <li> </li> </ul>"
586,38591868,"<div><p><strong>Торговая сеть «Перекрёсток» – объединяем лучших!</strong><br /><br />Перекрёсток предлагает покупателям только лучшее, потому что у нас сильная команда активных и целеустремлённых сотрудников!<br /><br />Наши сотрудники - самая большая ценность для компании.<br />Мы предлагаем стабильную работу и открываем все возможности, чтобы вместе развиваться и двигаться вперёд.<br /><br />Работа в Перекрёстке - это дружный коллектив, гибкий график и удобное месторасположение!<br /><br />Мы предлагаем Вам: </p><ul> <li> Работа рядом с домом – выбери супермаркет, ближайший к твоему дому! </li><li> График работы: 5/2; 2/2 и другие от 4-х часов в день; </li><li> Оформление по ТК РФ с 1-го рабочего дня; </li><li> Белая заработная плата, выплата 2 раза в месяц; </li><li> Ежемесячные премии-надбавки; </li><li> Премии и призы по результатам профессиональных и творческих конкурсов; </li><li> Подарки детям на Новый год! </li><li> Корпоративная скидка при покупке товаров в магазинах сети до 10% («Пятерочка», «Перекресток», «Карусель»).<br /><br />Ваши задачи: <ul> <li> Консультирование и обслуживание покупателей за прилавком; </li><li> Работа с оборудованием: весы и слайсер (нарезка); </li><li> Поддержание необходимого ассортимента на витринах; </li><li> Контроль за наличием ценников; </li><li> Участие в инвентаризациях.<br /><br />Мы ожидаем от нашего кандидата: <ul> <li> Уровень образования: не требуется; </li><li> Опыт работы не требуется.<br /><br />Мы объединяем амбициозных профессионалов своего дела. Мы строим дружеские отношения в коллективе и считаем, что работа – наш второй дом.<br /><br />Благодарим Вас за проявленный интерес к нашей компании!<br /><br />Нет ответа в течении пяти рабочих дней после отправки резюме? Просьба позвонить нам по номеру телефона горячей линии. Звонок для Вас бесплатный.</li></ul></li></ul></li></ul></div>"
587,38573578,"<div><p><strong>Торговая сеть «Перекрёсток» – объединяем лучших! </strong></p> <p>Перекрёсток предлагает покупателям только лучшее, потому что у нас сильная команда профессионалов! </p> <p><strong>Наши сотрудники</strong> - самая большая ценность для компании. </p> <p>Мы предлагаем стабильную работу и открываем все возможности, чтобы вместе развиваться и двигаться вперёд. </p> <p>Работа в Перекрёстке - это дружный коллектив, гибкий график и удобное месторасположение!</p> <p> МЫ ПРЕДЛАГАЕМ ВАМ: </p> <ul><li>Работа рядом с домом – выбери супермаркет, ближайший к твоему дому! </li></ul> <ul><li>График работы: 5/2; 2/2 и другие; </li></ul> <ul><li>Оформление по ТК РФ с 1-го рабочего дня; </li></ul> <ul><li>Белая заработная плата, выплата 2 раза в месяц; </li></ul> <ul><li>Ежемесячные премии-надбавки; </li></ul> <ul><li>Премии и призы по результатам профессиональных и творческих конкурсов; </li></ul> <ul><li>Подарки детям на Новый год! </li></ul> <ul><li>Корпоративная скидка при покупке товаров в магазинах сети до 10% («Пятерочка», «Перекресток», «Карусель»). </li></ul> <p> ВАШИ ЗАДАЧИ: </p> <ul><li>Консультирование и обслуживание покупателей за прилавком; </li></ul> <ul><li>Работа с оборудованием: весы и слайсер (нарезка); </li></ul> <ul><li>Поддержание необходимого ассортимента на витринах; </li></ul> <ul><li> Контроль за наличием ценников; </li></ul> <ul><li> Участие в инвентаризациях. </li></ul> <p> МЫ ОЖИДАЕМ ОТ НАШЕГО КАНДИДАТА: </p> <ul><li>Уровень образования: не требуется; </li></ul> <ul><li>Опыт работы не требуется. </li></ul> <p>Мы объединяем амбициозных профессионалов своего дела. Мы строим дружеские отношения в коллективе и считаем, что работа – наш второй дом. </p> <p>Благодарим Вас за проявленный интерес к нашей компании! </p> <p>Нет ответа в течении пяти рабочих дней после отправки резюме? Просьба позвонить нам по номеру телефона горячей линии. Звонок для Вас бесплатный. </p> </div>"
588,38415664,"<p>компанию требуются специалист по продвижению в соц сетях.</p> <p> </p> <p>Направление: недвижимость, автомобили.</p> <p>Частичная занятость, удаленная работа</p> <p> </p> <p>Обязанности:</p> <p>-Генерации лидов и продаж в интернет-каналах;</p> <p>-Создание и ведение страниц в соц. сетях;</p> <p>-Размещение постов на тематических форумах для привлечения клиентов;</p> <p>-Разработка и реализация программ интернет-маркетинга и продаж решений в различных интернет-каналах;</p> <p>-Поиск партнеров для маркетинга и продвижения;</p> <p>-Изучение рынка для обнаружения новых бизнес-возможностей.</p> <p> </p> <p>Требования:</p> <p>-Опыт ведения рекламных и маркетинговых кампаний (оффлайн или онлайн);</p> <p>-Опыт разработки маркетинговых и/или учебных материалов;</p> <p>-Успешный опыт ведения личных и групповых аккаунтов в социальных сетях;</p> <p>-Способность обнаруживать маркетинговые и бизнес-возможности;</p> <p>-Ориентированность на конечный результат.</p> <p> </p> <p> </p> <p>Условия:</p> <p>-Интересную работу в компании;</p> <p>-Дружный коллектив;</p> <p>-График гибкий.</p> <p> </p>"
589,36245249,"<p><strong>Обязанности:</strong></p> <ul> <li>Проектирование и внедрение Data Science и Machine Learning платформ/решений (SAS, IBM, Oracle, Teradata, Cloudera).</li> <li>Разработка, тестирование и аудит прогнозных моделей.</li> <li>Исследование бизнес-процессов банков и финансовых институтов в направлениях маркетинга и управления рисками.</li> <li>Решение задач оптимизации бизнеса при помощи методов machine learning</li> <li>Анализ и исследование источников данных.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Высшее математическое или техническое образование.</li> <li>Знания статистики и теории вероятностей, знания методов статистического анализа данных.</li> <li>Опыт работы со специализированными инструментами анализа данных (SAS, IBM SPSS, R, Python).</li> <li>Опыт работы с СУБД, знание SQL на уровне разработки запросов, необходимых для анализа данных.</li> <li>Опыт сбора требований и работы в кросс-функциональном окружении.</li> <li>Технический английский язык.</li> <li>Развитые коммуникативные навыки.</li> </ul> <p><strong>Что мы предлагаем:</strong></p> <ul> <li>Работу в лидере отрасли BI.</li> <li>Интересные, сложные задачи в крупнейших корпорациях СНГ и мира.</li> <li>Премирование по итогам года/проекта.</li> <li>Персонального куратора и план индивидуального развития в рамках отлаженной системы роста сотрудников.</li> <li>Профессиональное обучение и сертификацию с оплатой полностью за счёт компании.</li> <li>Сильную команду, вместе с которой легко развиваться и расширять свои знания.</li> </ul> <p>А также:</p> <ul> <li>Лояльный подход к сотрудникам, гибкий график.</li> <li>Работу в дружном коллективе (средний возраст нашей команды - 26 лет, есть различные клубы по интересам и хобби).</li> <li>Вкусные завтраки и фрукты весь день.</li> <li>Офис: новый яркий бизнес-лофт &quot;Арма&quot;, в 3-х минутах от м. Курская.</li> <li>Гибкий соцпакет после прохождения испытательного срока (ДМС, компенсация на изучение английского языка и много другое).</li> </ul>"
590,38568240,"<div><p><strong>Торговая сеть «Перекрёсток» – объединяем лучших! </strong></p> <p>Перекрёсток предлагает покупателям только лучшее, потому что у нас сильная команда профессионалов! </p> <p><strong>Наши сотрудники</strong> - самая большая ценность для компании. </p> <p>Мы предлагаем стабильную работу и открываем все возможности, чтобы вместе развиваться и двигаться вперёд. </p> <p>Работа в Перекрёстке - это дружный коллектив, гибкий график и удобное месторасположение!</p> <p> МЫ ПРЕДЛАГАЕМ ВАМ: </p> <ul><li>Работа рядом с домом – выбери супермаркет, ближайший к твоему дому! </li></ul> <ul><li>График работы: 5/2, 2/2, также возможны частичная занятость и работа по совместительству;</li></ul> <ul><li>Оформление по ТК РФ с 1-го рабочего дня; </li></ul> <ul><li>Белая заработная плата, выплата 2 раза в месяц; </li></ul> <ul><li>Ежемесячные премии-надбавки; </li></ul> <ul><li>Премии и призы по результатам профессиональных и творческих конкурсов; </li></ul> <ul><li>Подарки детям на Новый год! </li></ul> <ul><li>Корпоративная скидка при покупке товаров в магазинах сети до 10% («Пятерочка», «Перекресток», «Карусель»). </li></ul> <p> ВАШИ ЗАДАЧИ: </p> <ul><li>Консультирование и обслуживание покупателей за прилавком; </li></ul> <ul><li>Работа с оборудованием: весы и слайсер (нарезка); </li></ul> <ul><li>Поддержание необходимого ассортимента на витринах; </li></ul> <ul><li> Контроль за наличием ценников; </li></ul> <ul><li> Участие в инвентаризациях. </li></ul> <p> МЫ ОЖИДАЕМ ОТ НАШЕГО КАНДИДАТА: </p> <ul><li>Уровень образования: не требуется; </li></ul> <ul><li>Опыт работы не требуется. </li></ul> <p>Мы объединяем амбициозных профессионалов своего дела. Мы строим дружеские отношения в коллективе и считаем, что работа – наш второй дом. </p> <p>Благодарим Вас за проявленный интерес к нашей компании! </p> <p>Нет ответа в течении пяти рабочих дней после отправки резюме? Просьба позвонить нам по номеру телефона горячей линии. Звонок для Вас бесплатный. </p> </div>"
591,38415636,"<p>В компанию требуются специалисты по привлечению клиентов. Частичная занятость, удаленная работа.</p> <p> </p> <p><strong>Обязанности</strong>:</p> <p>-Выполнение задач в соответствии со своей специализацией;</p> <p>-Создание рекламных кампаний в Inst/Fb/Vk и др.;</p> <p>-Управление лидогенерацией;</p> <p>-Анализ целевой аудитории и составление аватаров ЦА.</p> <p>-Анализ эффективности рекламных кампаний;</p> <p>-Анализ конкурентов их ресурсов.</p> <p> </p> <p> </p> <p><strong>Требования</strong>:</p> <p>-Опыт создания и ведения рекламных проектов контекстной рекламы;</p> <p>-Знание алгоритмов работы FB, INST, VK;</p> <p>-Умение работать в сервисах и программах;</p> <p>-Понимание всех основных показателей эффективности.</p> <p> </p> <p><strong>Условия:</strong></p> <p>-Работа в быстро развивающейся компании;</p> <p>-Получение профессионального опыта. Карьерный рост;</p> <p>-Дружный коллектив.</p> <ul> <li> </li> </ul>"
592,38550216,"<p><strong>Компания приглашает на постоянную работу менеджера по продажам</strong></p> <p>Обязанности:</p> <ul> <li>Анализ рынка, мониторинг конкурентной среды</li> <li>Активный поиск клиентов, звонки</li> <li>Работа с существующими клиентами и наработка собственной клиентской базы</li> <li>Поддержание и развитие отношений с клиентам</li> <li>Консультирование клиентов по ассортименту компании</li> <li>Прием и обработка заявок, заключение договоров с клиентами</li> <li>Ведение сделок, контроль оплаты, контроль отгрузки</li> <li>Краткосрочные командировки по РФ с целью посещения клиентов компании.</li> </ul> <p>Требования:</p> <ul> <li>Активная жизненная позиция, коммуникабельность, желание профессионального развития</li> <li>Умение и желание продавать</li> <li>Выраженная мотивация на результат</li> <li>Навыки ведения переговоров, грамотная речь</li> <li>Уверенный пользователь ПК (Word, Excel, 1C)</li> <li>Опыт работы в сфере оптовых продаж приветствуется</li> <li>Знание рынка мужской одежды, наличие собственной клиентской базы приветствуется</li> </ul> <p>Условия работы:</p> <ul> <li>Возможность самому определять свой уровень доход а</li> <li>Оплата труда: оклад 50 000 + бонус от продаж</li> <li>График работы: 5х2, с 8:00 до 17:00 или с 8:30 до 17:30</li> <li>Перерыв на обед</li> <li>Оформление по ТК РФ</li> <li>Комфортный офис около м. Шелепиха (7-8 минут пешком)</li> <li>Молодой дружелюбный коллектив, своевременная заработная плата</li> </ul> <p><strong>Собеседование состоится по результатам рассмотрения резюме кандидатов</strong></p>"
593,37702441,"<strong>Обязанности:</strong> <ul> <li>управление штатом продавцов (формирование графика и организация замены продавцов; адаптация и развитие продавцов);</li> <li>контроль работы продавцов (выполнение планов, выполнение стандартов работы обслуживания);</li> <li>управление товаром (контроль доставки продукции; контроль остатков и формирования заявок);</li> <li>хозяйственное обеспечение торговых точек;</li> <li>ведение отчетности;</li> <li>взаимодействие с контролирующими органами</li> </ul> <strong>Требования:</strong> <ul> <li>высшее образование;</li> <li>опыт работы в розничной торговле на руководящих должностях не менее 2-х лет;</li> <li>мобильность, лидерские качества, коммуникабельность;</li> <li>готовность много и эффективно работать,</li> </ul> <strong>Условия:</strong> <ul> <li>возможность профессионального и карьерного развития;</li> <li>достойный уровень заработной платы;</li> <li>оформление по ТК РФ, график работы 5/2;</li> <li>дружный коллектив.</li> </ul>"
594,35701455,"<p>Росбанк входит в состав международной банковской Группы Societe Generale и является одним из лидеров финансовой системы России. Сеть представительств Росбанка охватывает всю страну (более 700 отделений и 8 000 точек продаж в 70 регионах Российской Федерации). Наша компания имеет высокие рейтинги надёжности ведущих мировых рейтинговых агентств S&amp;P, Fitch, Moody’s и входит в топ-10 российских банков по известности и доверию</p> <p>В Росбанке, в Департаменте корпоративного бизнеса мы делаем новый мобильный банк для юридических лиц.</p> <p>Разработка полностью внутренняя, работаем по Agile (2-х недельными спринтами).</p> <p>Задачи:</p> <ul> <li>Тестирование мобильного приложения на iOS/Android;</li> <li>Написание тестовой документации;</li> <li>Участие в обсуждении задач;</li> <li>В дальнейшем покрытие автотестами (готовы обучать).</li> </ul> <p>Условия:</p> <ul> <li>Стабильный и прозрачный доход: зарплата и премии по результатам работы</li> </ul> <ul> <li>График 5/2, пятница - сокращенный рабочий день</li> <li>31 календарный день оплачиваемого отпуска</li> <li>Отсутствие дресс-кода</li> <li>Забота о здоровье сотрудников: программа ДМС, включая стоматологию и страхование при выезде за рубеж, корпоративные спортивные команды и скидки на абонементы в фитнес-клубы</li> <li>Дополнительная оплата за больничный лист: доплата сверх пособия по болезни до оклада (до 5 рабочих дней в год)</li> <li>Личностное развитие и рост: корпоративная электронная библиотека Альпина, возможность прохождения бесплатного обучения и тренингов, участия в регулярных встречах корпоративных клубов и скидки на курсы он-лайн школ</li> <li>Скидки и привилегии по кредитам, ипотека на льготных условиях, льготные условия обслуживания и т.п.</li> <li>Программа корпоративных скидок и привилегий Primezone: развлечение, отдых, товары и услуги, обучение</li> <li>Комфортный современный офис: зоны для отдыха и здорового питания, зоны для совместной работы</li> <li>Программа волонтерства и благотворительности</li> </ul>"
595,36429430,"<p>Росбанк входит в состав международной банковской Группы Societe Generale и является одним из лидеров финансовой системы России. Сеть представительств Росбанка охватывает всю страну (более 700 отделений и 8 000 точек продаж в 70 регионах Российской Федерации). Наша компания имеет высокие рейтинги надёжности ведущих мировых рейтинговых агентств S&amp;P, Fitch, Moody’s и входит в топ-10 российских банков по известности и доверию.</p> <p>Приглашаем в нашу команду <strong>Администратора сервера приложений</strong></p> <p><strong>Чем предстоит заниматься?</strong></p> <ul> <li>Сопровождение программного обеспечения среднего слоя (middleware): Jboss; WAS; tomcat;</li> <li>Автоматизация установок серверов приложений;</li> <li>Разработка технических решений в части серверов приложений;</li> <li>Подготовка технической документации (инструкций) в части серверов приложений.</li> </ul> <p><strong>Что для этого потребуется?</strong></p> <ul> <li>Знание linux на уровне продвинутого пользователя;</li> <li>Опыт написания shell-скриптов;</li> <li>Опыт работы с Red Hat JBoss Enterprise Application Platform от трех лет: установка, настройка, администрирование, поиск и устранение неисправностей;</li> <li>Опыт построения и сопровождения отказоустойчивых решений на платформе JBOSS EAP;</li> <li>Опыт в решении задач производительности и масштабируемости;</li> <li>Уровень английского языка, достаточный для чтения документации и письменного общения с технической поддержкой.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Стабильный и прозрачный доход: зарплата и премии по результатам работы;</li> <li>График 5/2, пятница - сокращенный рабочий день;</li> <li>31 календарный день оплачиваемого отпуска;</li> <li>Отсутствие дресс-кода;</li> <li>Забота о здоровье сотрудников: программа ДМС, включая стоматологию и страхование при выезде за рубеж, корпоративные спортивные команды и скидки на абонементы в фитнес-клубы;</li> <li>Дополнительная оплата за больничный лист: доплата сверх пособия по болезни до оклада (до 5 рабочих дней в год);</li> <li>Личностное развитие и рост: корпоративная электронная библиотека Альпина, возможность прохождения бесплатного обучения и тренингов, участия в регулярных встречах корпоративных клубов и скидки на курсы он-лайн школ;</li> <li>Скидки и привилегии по кредитам, ипотека на льготных условиях, льготные условия обслуживания и т.п.;</li> <li>Программа корпоративных скидок и привилегий Primezone: развлечение, отдых, товары и услуги, обучение;</li> <li>Комфортный современный офис: зоны для отдыха и здорового питания, зоны для совместной работы;</li> <li>Программа волонтерства и благотворительности;</li> <li>Сообщества по интересам сотрудников.</li> </ul> <p> </p> <p> </p>"
596,41407364,"<p>Are you looking for r<strong>emote long term projects</strong>?<br />Are you<strong> tired of negotiations</strong> with clients and paperwork?<br />Are you <strong>uncertain whether you’ll get the next payment </strong>in time?<br />Are you <strong>new to contract-based work</strong>?</p> <p>With Soshace you’ll get:</p> <ul> <li> <p><strong>Freedom </strong>to choose projects and your geography</p> </li> <li> <p><strong>Guarantee </strong>of regular payments and reliable clients</p> </li> <li> <p><strong>Self-development </strong>on modern projects in tech stack you have experience with.</p> </li> </ul> <p> </p> <p>You go through the 3-step interview process and our talent team finds you the project that fits your experience and expectations:</p> <ul> <li> <p>You work remotely</p> </li> <li> <p>You work on stable long-term projects</p> </li> <li> <p>You have a full-time workload (from 30 hours a week and more)</p> </li> <li> <p>We sign an official contract</p> </li> <li> <p>We guarantee a full payment even if a client doesn’t pay us in time</p> </li> <li> <p>We search for clients and do all the paperwork</p> </li> <li> <p>After the first project ends, we’ll find you the next project, and so on.</p> </li> <li> <p>The hourly rate we offer is between $20 and $40 and depends on your qualification level.</p> </li> </ul> <p><strong>We’ll be a great team together if you have:</strong></p> <ul> <li> <p>3+ years of professional software development experience with JavaScript</p> </li> <li> <p>1+ year of professional experience with React or Angular version 2 and higher</p> </li> <li> <p>A strong portfolio of projects in which you have taken part</p> </li> <li> <p>Spoken and written English skills on Upper-Intermediate level and higher.</p> </li> </ul> <p><strong>Assessment steps:</strong></p> <ul> <li> <p>Online test (90 minutes)</p> </li> <li> <p>Technical interview (120 minutes).</p> </li> </ul> <p><strong>The Soshace recruitment team would be happy to tell you more about the opportunity when you send us your CV!</strong></p>"
597,37455776,"<p><em>Росбанк</em> входит в состав международной банковской Группы Societe Generale и является одним из лидеров финансовой системы России. Сеть представительств Росбанка охватывает всю страну (более 700 отделений и 8 000 точек продаж в 70 регионах Российской Федерации). Наша компания имеет высокие рейтинги надёжности ведущих мировых рейтинговых агентств S&amp;P, Fitch, Moody’s и входит в топ-10 российских банков по известности и доверию.</p> <p><strong>На данный момент в Росбанке открыта вакансия: <em>инженер по тестированию</em></strong></p> <p><strong><strong>С чем мы работаем?</strong></strong><br /><br />Дистанционное банковское обслуживание - мобильный банк для физический лиц<br /><br /><strong><strong>Что предстоит делать?</strong></strong><br /><br />- Тестирование включая smoke, функциональное, интеграционное, регрессионное;<br />- Разработка тест-кейсов и регистрация баг-репортов<br />- Взаимодействие с продуктовой командой и командой разработки<br />- Изучение бизнес процессов и функционала задействованных систем;<br />- Анализ и тестирование требований;<br />- Оценка трудозатрат на тестирование;<br />- Подготовка тест кейсов для тестирования бизнес процессов/программных продуктов;<br />- Создание и поддержка в актуальном состоянии пакета регрессионных тестов для тестирования бизнес процессов/программных продуктов ;<br />- Взаимодействие с аналитиками/разработчиками/администраторами в целях устранения выявленных ошибок;<br />- Подготовка тестовой документации (подход к тестированию/тест стратегия, тест план, тест кейсы, тестовые данные, протоколы тестирования, отчеты/акты по тестированию и т. д.).<br /><br /><strong><strong>Что для этого потребуется? </strong></strong></p> <p>- Высшее образование;<br />- Опыт тестирования ПО;<br />- Уверенные навыки тест анализа и тест дизайна;<br />- Опыт тестирования mobile приложений;<br />- Знание специфики мобильных платформ iOS и Android<br />- Опыт работы в Agile командах;<br />- Знание и опыт применения методологии и практики тестирования и процессов обеспечения качества ПО;<br />- Знание и опыт применения инструментов по управлению процессами тестирования и обеспечения качества ПО;<br />- Опыт подготовки документации в части тестирования;</p> <p><strong>Будет плюсом: </strong></p> <p>- Приветствуется знание SQL (на уровне простых запросов), опыт работы с базами данных.</p> <p><strong><strong>Что мы предлагаем?</strong></strong></p> <ul> <li>Стабильный и прозрачный доход: зарплата и премии по результатам работы</li> <li>График 5/2, пятница - сокращенный рабочий день</li> <li>31 календарный день оплачиваемого отпуска</li> <li>Отсутствие дресс-кода</li> <li>Забота о здоровье сотрудников: программа ДМС, включая стоматологию и страхование при выезде за рубеж, корпоративные спортивные команды и скидки на абонементы в фитнес-клубы</li> <li>Дополнительная оплата за больничный лист: доплата сверх пособия по болезни до оклада (до 5 рабочих дней в год)</li> <li>Личностное развитие и рост: корпоративная электронная библиотека Альпина, возможность прохождения бесплатного обучения и тренингов, участия в регулярных встречах корпоративных клубов и скидки на курсы он-лайн школ</li> <li>Скидки и привилегии по кредитам, ипотека на льготных условиях, льготные условия обслуживания и т.п.</li> <li>Программа корпоративных скидок и привилегий Primezone: развлечение, отдых, товары и услуги, обучение</li> <li>Комфортный современный офис: зоны для отдыха и здорового питания, зоны для совместной работы</li> <li>Программа волонтерства и благотворительности</li> <li>Сообщества по интересам сотрудников</li> </ul>"
598,37847867,"<p>Росбанк входит в состав международной банковской Группы Societe Generale и является одним из лидеров финансовой системы России. Сеть представительств Росбанка охватывает всю страну (более 700 отделений и 8 000 точек продаж в 70 регионах Российской Федерации). Наша компания имеет высокие рейтинги надёжности ведущих мировых рейтинговых агентств S&amp;P, Fitch, Moody’s и входит в топ-10 российских банков по известности и доверию.</p> <p>Corporate Digital подразделение Росбанка ищет <strong>Разработчика мобильных приложений (Flutter).</strong></p> <p>Сейчас мы делаем новый мобильный банк для юридических лиц и ряд других проектов. Разработка полностью внутренняя, работаем по Agile (2-х недельными спринтами). PO и PM оберегают от бюрократии в банке. Команда и процессы только формируются, поэтому можно легко менять и улучшать процессы, которые уже есть.</p> <p>Необходимые навыки:</p> <ul> <li>Опыт нативной разработки мобильных приложений iOS (obj c / swift) и/или android (java / kotlin);</li> <li>Желание перейти на flutter;</li> <li>Понимание принципов безопасной разработки;</li> <li>Понимание архитектурных фреймворков;</li> <li>Понимание особенностей разработки приложений и мобильного UX;</li> <li>Настройка и обеспечение работоспособности GIT -Создание/слияние веток разработки, настройка билдов;</li> <li>Понимание принципов CI/CD.</li> </ul> <p>Условия работы:</p> <ul> <li>Стабильный и прозрачный доход: зарплата и премии по результатам работы;</li> <li>График 5/2, пятница - сокращенный рабочий день;</li> <li>31 календарный день оплачиваемого отпуска;</li> <li>Отсутствие дресс-кода;</li> <li>Забота о здоровье сотрудников: программа ДМС, включая стоматологию и страхование при выезде за рубеж, корпоративные спортивные команды и скидки на абонементы в фитнес-клубы;</li> <li>Дополнительная оплата за больничный лист: доплата сверх пособия по болезни до оклада (до 5 рабочих дней в год);</li> <li>Личностное развитие и рост: корпоративная электронная библиотека Альпина, возможность прохождения бесплатного обучения и тренингов, участия в регулярных встречах корпоративных клубов и скидки на курсы он-лайн школ;</li> <li>Скидки и привилегии по кредитам, ипотека на льготных условиях, льготные условия обслуживания и т.п.;</li> <li>Программа корпоративных скидок и привилегий Primezone: развлечение, отдых, товары и услуги, обучение;</li> <li>Комфортный современный офис: зоны для отдыха и здорового питания, зоны для совместной работы;</li> <li>Программа волонтерства и благотворительности;</li> <li>Сообщества по интересам сотрудников.</li> </ul> <p> </p>"
599,38091279,"<p>Росбанк входит в состав международной банковской Группы Societe Generale и является одним из лидеров финансовой системы России. Сеть представительств Росбанка охватывает всю страну (более 700 отделений и 8 000 точек продаж в 70 регионах Российской Федерации). Наша компания имеет высокие рейтинги надёжности ведущих мировых рейтинговых агентств S&amp;P, Fitch, Moody’s и входит в топ-10 российских банков по известности и доверию</p> <p>В Digital подразделение Росбанка на проект дистанционного банковского обслуживания для физических лиц ищем <strong>Java-разработчика</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>Участие в разработке системы Дистанционного банковского обслуживания - разработка новых REST-микросервисов;</li> <li>Поддержка и оптимизация текущего функционала ДБО;</li> <li>Участие в аналитической проработке задач.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Уверенное знание ООП;</li> <li>Опыт разработки приложений со сложными интеграциями;</li> <li>Умение и желание разбираться с новыми подходами и технологиями, умение обосновать эффективность выбранных решений;</li> <li>Опыт разработки на языке Java от 3 лет;</li> <li>Брокеры сообщений (Apache Kafka, ActiveMQ, RabbitMQ или иные);</li> <li>Знать и понимать стандарты проектирования ИС, архитектурных принципов, современных шаблонов интеграции, понимание принципов SOA;</li> <li>Знать принципы построения распределенных систем (кластеризация, партицирование, шардирование и иные);</li> <li>Хорошее ориентирование в современном стеке Java-технологий;</li> <li>Чёткое понимание цикла разработки ПО (ведение разработки от бизнес-требований до внедрения, работа с репозиториями, несколькими контурами);</li> <li>Знание стандартных алгоритмов и структур данных;</li> <li>Знание принципов и технологий построения распределенных систем;</li> <li>Опыт работы со Spring (Core, Security, Integration, AOP, etc.).</li> </ul> <p><strong>УСЛОВИЯ:</strong></p> <ul> <li>Стабильный и прозрачный доход: зарплата и премии по результатам работы</li> </ul> <ul> <li>График 5/2, пятница - сокращенный рабочий день</li> <li>31 календарный день оплачиваемого отпуска</li> <li>Отсутствие дресс-кода</li> <li>Забота о здоровье сотрудников: программа ДМС, включая стоматологию и страхование при выезде за рубеж, корпоративные спортивные команды и скидки на абонементы в фитнес-клубы</li> <li>Дополнительная оплата за больничный лист: доплата сверх пособия по болезни до оклада (до 5 рабочих дней в год)</li> <li>Личностное развитие и рост: корпоративная электронная библиотека Альпина, возможность прохождения бесплатного обучения и тренингов, участия в регулярных встречах корпоративных клубов и скидки на курсы он-лайн школ</li> <li>Скидки и привилегии по кредитам, ипотека на льготных условиях, льготные условия обслуживания и т.п.</li> <li>Программа корпоративных скидок и привилегий Primezone: развлечение, отдых, товары и услуги, обучение</li> <li>Комфортный современный офис: зоны для отдыха и здорового питания, зоны для совместной работы</li> <li>Программа волонтерства и благотворительности</li> </ul>"
